record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_replacement_risk,remote_jobs_percentage,top_hiring_role,salary_budget_change,ai_adoption_level,job_security_score,market_condition
T2016,Intel,FinTech,India,Enterprise,Jan,2024,15837,13.1,Cost Cutting,10.0,82.5,ML Engineer,-9.0,9.1,4.9,Recession
T2017,Palantir,FinTech,USA,Startup,Nov,2026,6964,14.7,Market Slowdown,10.0,28.7,Product Manager,11.9,5.5,5.4,Recession
T2018,Google,E-Commerce,Germany,Enterprise,Jun,2026,4676,24.3,Market Slowdown,5.0,20.7,DevOps Engineer,11.9,2.4,6.8,Recession
T2019,Adobe,FinTech,USA,Startup,Jul,2026,3811,14.2,AI Automation,6.2,88.4,DevOps Engineer,2.7,2.3,5.7,Stable
T2020,Palantir,Social Media,Singapore,Startup,Jun,2026,487,1.3,Restructuring,2.5,16.5,Frontend Developer,1.9,2.8,7.2,Bull Market
T2021,Spotify,Cloud,India,Mid-size,May,2025,1787,9.2,Cost Cutting,9.3,83.0,Frontend Developer,-0.3,5.9,4.4,Bull Market
T2022,Meta,AI,UK,Startup,Jul,2026,167,4.1,Cost Cutting,10.0,28.6,ML Engineer,3.6,8.1,5.6,Bull Market
T2023,Oracle,Gaming,India,Big Tech,Apr,2024,14805,26.7,AI Automation,10.0,51.3,Cloud Engineer,3.8,4.7,2.9,Recession
T2024,Netflix,Gaming,USA,Enterprise,Feb,2024,5650,24.3,Restructuring,4.5,44.6,DevOps Engineer,-7.9,1.1,4.5,Recession
T2025,Netflix,Social Media,Germany,Startup,Jun,2026,2071,0.0,Market Slowdown,5.1,42.2,DevOps Engineer,19.8,5.5,8.3,Bull Market
T2026,OpenAI,FinTech,Canada,Enterprise,Sep,2024,12173,13.1,Overhiring Correction,6.4,48.1,Cybersecurity Analyst,-7.2,8.2,4.4,Recession
T2027,Anthropic,Social Media,UK,Mid-size,Jul,2025,1714,8.8,Market Slowdown,5.5,89.1,Software Engineer,-13.1,2.2,6.3,Bull Market
T2028,Salesforce,Cybersecurity,UK,Big Tech,Jan,2026,17863,38.5,Market Slowdown,10.0,85.7,Frontend Developer,0.7,1.7,4.3,Recession
T2029,Spotify,AI,India,Mid-size,Aug,2024,1354,0.7,AI Automation,6.6,89.0,ML Engineer,26.4,9.9,8.1,Bull Market
T2030,Palantir,Cybersecurity,UK,Big Tech,Jul,2026,4323,37.1,Market Slowdown,10.0,32.0,Frontend Developer,-9.4,2.8,2.2,Recession
T2031,Adobe,AI,India,Mid-size,Nov,2024,19497,38.8,Market Slowdown,10.0,89.4,Data Scientist,-1.7,5.4,2.2,Recession
T2032,Meta,E-Commerce,Germany,Big Tech,Aug,2024,1308,2.3,Market Slowdown,10.0,73.7,Frontend Developer,19.3,10.0,6.7,Bull Market
T2033,Intel,AI,UK,Mid-size,Jul,2026,6509,2.2,Cost Cutting,2.9,41.1,Data Scientist,15.1,4.0,8.0,Stable
T2034,NVIDIA,E-Commerce,India,Enterprise,Jun,2024,2227,1.5,Overhiring Correction,7.9,52.2,ML Engineer,14.2,8.7,6.7,Bull Market
T2035,Salesforce,Cybersecurity,Germany,Startup,Feb,2026,26,9.0,AI Automation,4.1,17.0,Data Scientist,19.6,4.6,7.1,Bull Market
T2036,Apple,Cybersecurity,Germany,Big Tech,Jan,2024,2273,0.7,Restructuring,1.0,34.6,ML Engineer,19.1,1.2,10.0,Bull Market
T2037,Netflix,AI,India,Enterprise,Nov,2026,4335,12.0,AI Automation,4.4,30.4,Data Scientist,-0.4,5.7,6.7,Stable
T2038,Meta,Cloud,UK,Enterprise,Oct,2024,1806,8.5,AI Automation,9.8,53.3,Software Engineer,2.0,8.1,6.1,Bull Market
T2039,Databricks,AI,India,Mid-size,Feb,2025,1443,1.7,Overhiring Correction,10.0,14.7,Data Scientist,22.7,7.9,7.5,Stable
T2040,Adobe,Cybersecurity,Canada,Startup,Mar,2024,18421,39.5,Restructuring,10.0,33.7,Cloud Engineer,-18.9,5.7,1.9,Recession
T2041,Databricks,Gaming,UK,Mid-size,Aug,2026,15433,14.5,Cost Cutting,5.4,35.5,Data Scientist,14.4,2.5,5.8,Recession
T2042,Adobe,AI,Germany,Enterprise,Dec,2025,3142,12.9,Restructuring,10.0,56.2,ML Engineer,-2.5,6.9,5.6,Recession
T2043,Intel,Cybersecurity,UK,Enterprise,Jul,2024,14004,8.4,Market Slowdown,2.0,56.5,Frontend Developer,9.6,2.0,7.0,Recession
T2044,Salesforce,Cloud,India,Big Tech,Jan,2024,1306,6.5,AI Automation,3.6,87.8,ML Engineer,-8.8,3.4,6.7,Bull Market
T2045,Stripe,AI,India,Startup,Mar,2026,4868,14.9,AI Automation,4.0,13.9,ML Engineer,8.9,2.0,7.1,Stable
T2046,Adobe,Gaming,UK,Enterprise,Dec,2025,6124,27.0,Restructuring,10.0,60.1,Product Manager,-4.3,9.0,2.8,Recession
T2047,Oracle,AI,Singapore,Enterprise,Aug,2026,14394,30.1,AI Automation,10.0,14.9,ML Engineer,3.6,8.9,3.7,Recession
T2048,Intel,Cloud,Germany,Mid-size,Jan,2024,5449,13.1,Market Slowdown,8.3,67.3,Data Scientist,5.8,6.2,4.7,Stable
T2049,NVIDIA,Cloud,Germany,Big Tech,Dec,2025,2405,19.8,Restructuring,7.7,59.8,Frontend Developer,-5.9,3.0,5.0,Recession
T2050,Apple,Gaming,UK,Big Tech,Oct,2026,12979,36.3,Cost Cutting,10.0,80.8,Cybersecurity Analyst,10.8,7.3,4.6,Recession
T2051,Google,Gaming,India,Enterprise,Aug,2025,5373,9.9,Cost Cutting,10.0,43.7,Data Scientist,-8.6,7.7,4.6,Stable
T2052,Meta,Cloud,India,Big Tech,Dec,2024,1990,5.0,Restructuring,7.4,17.7,Product Manager,22.2,5.7,8.1,Stable
T2053,Meta,Gaming,USA,Enterprise,Oct,2025,6690,14.8,Market Slowdown,8.1,49.5,Cybersecurity Analyst,8.9,8.1,5.5,Recession
T2054,Google,AI,Germany,Mid-size,Jun,2026,1564,0.1,Overhiring Correction,4.6,22.6,ML Engineer,12.9,9.4,7.3,Bull Market
T2055,Spotify,Cybersecurity,Germany,Mid-size,Aug,2026,1634,13.9,Overhiring Correction,3.7,76.6,Software Engineer,-19.1,3.0,5.3,Stable
T2056,Palantir,FinTech,Canada,Big Tech,Jun,2024,1337,8.3,Restructuring,10.0,33.0,Cloud Engineer,-8.9,8.7,3.9,Bull Market
T2057,Stripe,Social Media,USA,Big Tech,Oct,2026,1820,5.2,Cost Cutting,4.5,37.5,DevOps Engineer,2.3,3.5,6.2,Stable
T2058,Salesforce,Gaming,Canada,Mid-size,May,2026,5514,9.7,AI Automation,3.3,38.0,Cloud Engineer,-14.1,3.6,5.6,Stable
T2059,Airbnb,Social Media,Canada,Enterprise,Jan,2026,3194,6.0,Cost Cutting,5.3,63.0,Cloud Engineer,-4.2,6.9,7.0,Stable
T2060,Meta,Cloud,Germany,Mid-size,Jul,2024,2370,1.5,AI Automation,8.4,75.4,Software Engineer,10.6,8.4,7.4,Stable
T2061,Spotify,Cybersecurity,Canada,Big Tech,Oct,2026,444,7.6,AI Automation,9.5,38.5,Cloud Engineer,-3.0,6.3,6.1,Bull Market
T2062,OpenAI,Cybersecurity,India,Enterprise,Jul,2026,2105,7.9,Market Slowdown,10.0,75.9,Product Manager,3.8,9.3,4.9,Bull Market
T2063,Netflix,Cybersecurity,Singapore,Mid-size,Feb,2025,1366,4.2,Cost Cutting,1.0,36.5,Frontend Developer,9.2,1.9,7.6,Bull Market
T2064,OpenAI,AI,USA,Mid-size,Mar,2026,8908,34.0,Market Slowdown,10.0,15.1,Data Scientist,2.7,3.0,2.7,Recession
T2065,Spotify,E-Commerce,India,Big Tech,Jun,2024,1244,5.8,Market Slowdown,3.7,46.8,ML Engineer,12.4,2.5,7.4,Bull Market
T2066,Adobe,Cybersecurity,Singapore,Startup,Feb,2024,2281,9.0,Cost Cutting,3.5,78.0,ML Engineer,3.6,1.5,6.8,Bull Market
T2067,Amazon,Gaming,UK,Mid-size,Jun,2024,719,5.1,Overhiring Correction,5.3,47.8,DevOps Engineer,16.2,3.1,7.3,Bull Market
T2068,Palantir,E-Commerce,Canada,Startup,Feb,2025,6312,6.6,AI Automation,1.4,78.3,Cloud Engineer,11.0,1.5,7.6,Stable
T2069,Intel,Cloud,Germany,Mid-size,Dec,2024,19167,27.2,Overhiring Correction,5.3,11.9,Cloud Engineer,-6.8,1.8,3.5,Recession
T2070,Amazon,AI,India,Mid-size,Sep,2026,5401,17.4,Overhiring Correction,10.0,57.3,ML Engineer,0.5,7.4,4.6,Stable
T2071,Uber,E-Commerce,Singapore,Enterprise,Jul,2025,2138,2.5,AI Automation,10.0,55.5,Cybersecurity Analyst,-10.0,5.4,5.7,Bull Market
T2072,Anthropic,Gaming,Germany,Mid-size,Oct,2026,1763,9.9,Restructuring,5.9,89.2,Product Manager,24.1,2.0,8.0,Bull Market
T2073,Stripe,Social Media,Singapore,Startup,Nov,2025,17848,10.2,Overhiring Correction,7.4,61.7,Product Manager,6.6,9.1,6.1,Recession
T2074,SAP,E-Commerce,UK,Enterprise,Jan,2025,243,8.8,Cost Cutting,10.0,88.2,Software Engineer,12.6,9.9,7.3,Bull Market
T2075,Google,Cybersecurity,UK,Startup,Nov,2025,18107,26.4,Restructuring,8.5,60.6,Cybersecurity Analyst,-11.6,1.7,3.7,Recession
T2076,Google,FinTech,Germany,Startup,Oct,2026,1486,4.2,Overhiring Correction,10.0,25.0,Data Scientist,9.1,7.7,4.7,Bull Market
T2077,Microsoft,Cybersecurity,India,Big Tech,Feb,2026,4172,15.6,AI Automation,10.0,87.0,Cybersecurity Analyst,15.3,7.8,4.4,Stable
T2078,Salesforce,Cloud,UK,Big Tech,Feb,2024,6930,6.6,Market Slowdown,4.7,84.5,Software Engineer,29.1,2.1,8.5,Stable
T2079,Apple,Social Media,UK,Big Tech,Jun,2025,447,5.4,AI Automation,7.6,70.2,Cloud Engineer,27.7,6.1,6.9,Bull Market
T2080,Anthropic,FinTech,USA,Big Tech,Jul,2024,3025,7.9,AI Automation,10.0,53.5,Cloud Engineer,14.2,9.6,5.8,Stable
T2081,Adobe,FinTech,India,Startup,Jun,2024,1535,8.0,AI Automation,6.2,75.2,Data Scientist,-6.3,2.9,5.4,Bull Market
T2082,Spotify,Gaming,UK,Enterprise,Oct,2024,1305,9.5,Overhiring Correction,4.8,20.8,ML Engineer,4.3,5.0,7.5,Bull Market
T2083,Amazon,Cloud,USA,Enterprise,Dec,2026,3503,8.6,Overhiring Correction,5.8,74.1,Data Scientist,14.7,4.9,7.4,Stable
T2084,Palantir,FinTech,Canada,Enterprise,Jan,2025,64,7.5,Restructuring,10.0,48.5,Frontend Developer,14.7,9.1,6.7,Bull Market
T2085,Amazon,Social Media,UK,Enterprise,Mar,2024,17855,14.1,AI Automation,3.1,16.4,Software Engineer,-19.0,1.1,5.7,Recession
T2086,Stripe,AI,USA,Big Tech,Jun,2025,147,2.6,Overhiring Correction,3.0,17.9,Data Scientist,11.9,5.3,9.2,Bull Market
T2087,Microsoft,FinTech,India,Mid-size,Mar,2024,485,5.2,Overhiring Correction,3.9,62.2,Cybersecurity Analyst,16.9,5.5,6.6,Bull Market
T2088,Microsoft,Social Media,USA,Big Tech,Mar,2026,123,8.4,Overhiring Correction,4.0,19.8,ML Engineer,-5.7,6.1,6.1,Bull Market
T2089,Airbnb,E-Commerce,USA,Enterprise,Aug,2026,12580,23.8,Cost Cutting,5.4,44.9,Product Manager,-8.0,2.3,4.2,Recession
T2090,Meta,E-Commerce,India,Big Tech,Jun,2024,1096,1.5,Restructuring,10.0,16.7,Cloud Engineer,7.5,9.5,5.7,Bull Market
T2091,Stripe,E-Commerce,Canada,Enterprise,Oct,2024,1184,3.1,Restructuring,5.9,16.3,Product Manager,27.3,7.1,7.9,Stable
T2092,Spotify,Social Media,Canada,Big Tech,Jul,2026,1382,4.3,Cost Cutting,5.0,88.1,Data Scientist,8.7,4.4,6.9,Bull Market
T2093,Spotify,Social Media,India,Mid-size,Nov,2024,7898,23.5,Cost Cutting,6.8,51.7,Data Scientist,-10.6,2.0,2.9,Recession
T2094,Meta,Cloud,India,Startup,Nov,2025,18272,36.6,Cost Cutting,6.3,85.9,Data Scientist,9.3,1.3,3.4,Recession
T2095,Uber,FinTech,USA,Startup,Dec,2024,2286,36.8,AI Automation,6.9,64.0,Product Manager,-14.2,1.1,3.1,Recession
T2096,Oracle,AI,UK,Mid-size,Mar,2026,6246,9.8,AI Automation,10.0,39.4,ML Engineer,17.5,7.8,5.7,Stable
T2097,Intel,FinTech,Germany,Big Tech,Aug,2026,4135,8.3,Cost Cutting,3.9,80.4,Cloud Engineer,12.7,2.0,7.7,Recession
T2098,Apple,Cloud,Germany,Enterprise,Aug,2025,1112,2.7,Market Slowdown,7.7,10.8,Product Manager,-1.7,6.6,6.2,Bull Market
T2099,Oracle,AI,UK,Startup,Mar,2024,5929,14.4,AI Automation,6.4,39.5,Data Scientist,-3.2,3.4,6.5,Stable
T2100,SAP,Cybersecurity,UK,Mid-size,May,2024,5268,15.0,Market Slowdown,6.9,57.3,Data Scientist,-2.1,2.7,5.0,Stable
T2101,Spotify,Cloud,Germany,Startup,Oct,2025,5247,16.1,Market Slowdown,9.8,87.7,Data Scientist,21.1,5.7,5.5,Stable
T2102,Adobe,Social Media,India,Big Tech,Aug,2025,118,6.2,Market Slowdown,5.9,13.1,Cloud Engineer,8.0,6.6,6.8,Bull Market
T2103,Netflix,E-Commerce,India,Big Tech,Apr,2026,1394,3.2,Restructuring,4.0,54.2,Software Engineer,-3.5,3.1,7.5,Bull Market
T2104,NVIDIA,Cloud,Canada,Mid-size,Dec,2025,569,7.5,Overhiring Correction,10.0,65.6,Cloud Engineer,14.0,8.5,6.5,Bull Market
T2105,Spotify,Social Media,USA,Enterprise,Dec,2025,13359,27.7,AI Automation,10.0,87.9,Cloud Engineer,20.2,4.9,4.2,Recession
T2106,Amazon,Cybersecurity,USA,Mid-size,Apr,2026,3396,8.1,Overhiring Correction,5.7,57.1,Cloud Engineer,-2.0,4.1,6.3,Stable
T2107,Databricks,Cybersecurity,Canada,Mid-size,Sep,2024,13787,22.2,Cost Cutting,10.0,11.3,DevOps Engineer,8.6,4.8,5.4,Recession
T2108,Google,FinTech,Singapore,Big Tech,Jan,2025,3819,39.0,Cost Cutting,9.1,61.0,Cybersecurity Analyst,-18.1,2.8,1.5,Recession
T2109,Netflix,AI,Singapore,Enterprise,May,2026,1234,23.7,Market Slowdown,8.0,34.7,Data Scientist,12.8,1.6,4.5,Recession
T2110,Stripe,Cloud,Singapore,Big Tech,Feb,2025,5764,31.0,Restructuring,10.0,37.1,Cybersecurity Analyst,-9.0,5.0,1.3,Recession
T2111,Databricks,Cloud,India,Enterprise,Jun,2025,1727,7.9,Cost Cutting,1.0,55.1,Cybersecurity Analyst,-0.7,1.8,6.4,Bull Market
T2112,Palantir,FinTech,Germany,Mid-size,Dec,2024,4442,5.7,AI Automation,4.9,31.8,Software Engineer,-9.2,3.1,6.7,Stable
T2113,Stripe,Cloud,India,Big Tech,Aug,2025,861,3.4,Overhiring Correction,2.0,56.9,Product Manager,-8.1,4.3,7.7,Bull Market
T2114,Amazon,AI,Singapore,Big Tech,Apr,2026,14095,30.7,Cost Cutting,10.0,77.3,ML Engineer,13.8,6.2,5.4,Recession
T2115,Uber,FinTech,USA,Startup,Oct,2025,6115,10.8,AI Automation,6.3,46.6,Software Engineer,-7.4,5.4,4.8,Stable
T2116,Spotify,Social Media,Canada,Big Tech,Jun,2024,1217,0.0,Overhiring Correction,3.1,27.1,Data Scientist,-11.4,4.7,7.4,Bull Market
T2117,Microsoft,AI,UK,Mid-size,Dec,2025,383,2.3,Overhiring Correction,5.0,87.2,Data Scientist,16.1,5.0,7.9,Bull Market
T2118,Netflix,Social Media,Singapore,Startup,Jul,2025,908,11.4,AI Automation,6.9,41.4,Product Manager,2.7,6.1,6.3,Stable
T2119,Amazon,Cybersecurity,Canada,Mid-size,Jan,2025,9130,9.9,Market Slowdown,5.7,23.6,Cloud Engineer,5.2,7.1,6.1,Recession
T2120,Intel,Gaming,Germany,Mid-size,Nov,2026,2366,2.1,AI Automation,1.0,72.2,Data Scientist,-4.6,2.5,6.3,Bull Market
T2121,Spotify,Cloud,India,Mid-size,Dec,2024,2230,0.5,Cost Cutting,7.5,14.6,Software Engineer,16.3,5.7,7.2,Bull Market
T2122,Uber,Cloud,India,Enterprise,Nov,2025,3498,12.6,Cost Cutting,5.1,72.3,Software Engineer,0.2,3.4,6.5,Stable
T2123,Databricks,Cloud,USA,Startup,Jun,2026,17365,9.7,Market Slowdown,4.7,67.7,Product Manager,17.5,4.3,6.6,Recession
T2124,Oracle,Cloud,Singapore,Startup,Jul,2024,517,8.2,Cost Cutting,6.7,74.3,DevOps Engineer,9.0,6.5,6.1,Bull Market
T2125,Intel,AI,Canada,Mid-size,Feb,2024,18448,40.0,Cost Cutting,10.0,61.5,Data Scientist,3.0,9.0,3.0,Recession
T2126,Uber,AI,India,Big Tech,Apr,2026,1735,0.9,Cost Cutting,2.3,21.3,Data Scientist,29.3,2.6,9.4,Bull Market
T2127,Spotify,Social Media,Canada,Enterprise,Oct,2026,1917,10.2,Overhiring Correction,10.0,28.9,ML Engineer,16.8,6.2,6.4,Stable
T2128,Uber,E-Commerce,Germany,Mid-size,May,2025,16813,21.6,Market Slowdown,8.0,46.2,DevOps Engineer,6.2,5.3,5.7,Recession
T2129,Databricks,Cloud,Singapore,Startup,May,2025,84,7.5,Overhiring Correction,9.0,62.6,Frontend Developer,-4.5,6.9,5.2,Bull Market
T2130,SAP,AI,Canada,Startup,Jan,2024,18527,16.3,Overhiring Correction,5.0,83.4,ML Engineer,6.4,1.5,7.5,Recession
T2131,Microsoft,Cybersecurity,Germany,Big Tech,Jan,2026,19672,33.6,Cost Cutting,7.9,24.6,ML Engineer,-26.7,1.9,2.8,Recession
T2132,Palantir,Cloud,India,Mid-size,Apr,2026,479,5.2,Overhiring Correction,5.6,15.0,Data Scientist,24.0,4.0,7.5,Bull Market
T2133,Amazon,FinTech,Canada,Startup,Jun,2026,946,3.8,Cost Cutting,1.6,14.8,Cloud Engineer,-10.8,3.3,7.6,Stable
T2134,Netflix,AI,Germany,Big Tech,Apr,2026,2140,0.6,AI Automation,1.0,70.5,ML Engineer,12.4,1.3,8.1,Bull Market
T2135,Anthropic,Cloud,Canada,Big Tech,Dec,2026,1358,0.4,Overhiring Correction,4.4,71.5,Frontend Developer,9.6,7.4,6.5,Bull Market
T2136,Amazon,Social Media,UK,Big Tech,Jun,2024,1706,0.1,AI Automation,1.0,63.5,Cloud Engineer,7.0,1.1,8.7,Bull Market
T2137,Google,Gaming,USA,Startup,Feb,2025,7041,39.6,Cost Cutting,10.0,19.4,Software Engineer,14.7,9.0,4.1,Recession
T2138,Stripe,AI,USA,Mid-size,Aug,2026,3256,3.7,Market Slowdown,4.0,73.3,ML Engineer,-3.3,3.2,5.9,Stable
T2139,Meta,Gaming,Singapore,Startup,Jun,2025,17767,10.3,Restructuring,10.0,59.2,ML Engineer,23.8,9.2,6.5,Recession
T2140,Microsoft,Gaming,Canada,Enterprise,Mar,2024,5402,11.7,Overhiring Correction,7.3,83.6,Cloud Engineer,14.7,5.5,5.7,Stable
T2141,Apple,Cybersecurity,Singapore,Big Tech,Sep,2024,540,2.8,Cost Cutting,2.6,69.6,DevOps Engineer,17.4,2.3,8.8,Stable
T2142,Netflix,Gaming,UK,Startup,Aug,2024,4114,7.7,Overhiring Correction,10.0,32.4,Frontend Developer,4.4,7.5,5.1,Stable
T2143,Oracle,E-Commerce,USA,Startup,Jan,2026,19707,29.7,Market Slowdown,8.3,27.7,Software Engineer,-10.1,6.2,2.1,Recession
T2144,Airbnb,E-Commerce,UK,Enterprise,Dec,2026,193,0.0,Market Slowdown,4.3,25.9,Cybersecurity Analyst,16.2,3.6,7.1,Bull Market
T2145,Anthropic,Cloud,Germany,Big Tech,Apr,2025,7594,18.7,Cost Cutting,9.2,81.5,Data Scientist,19.8,7.0,5.1,Recession
T2146,Spotify,Cybersecurity,India,Enterprise,Jun,2025,1331,17.7,Cost Cutting,10.0,80.1,Software Engineer,-3.6,5.8,3.8,Stable
T2147,Stripe,E-Commerce,Singapore,Startup,Nov,2025,8827,26.8,AI Automation,10.0,77.3,Software Engineer,12.1,7.2,4.3,Recession
T2148,Oracle,Cloud,India,Big Tech,Oct,2025,7525,25.3,AI Automation,9.2,32.1,DevOps Engineer,-1.4,5.0,4.5,Recession
T2149,Databricks,Gaming,Singapore,Mid-size,Jan,2025,1200,1.7,AI Automation,4.4,41.4,Data Scientist,17.9,3.7,7.9,Bull Market
T2150,Microsoft,Gaming,Germany,Enterprise,Sep,2026,9545,27.6,AI Automation,9.6,52.6,Data Scientist,0.9,3.5,3.6,Recession
T2151,Spotify,Social Media,Singapore,Enterprise,Sep,2025,17570,27.6,Restructuring,9.0,12.0,ML Engineer,10.1,2.7,3.9,Recession
T2152,Airbnb,Cybersecurity,India,Big Tech,Sep,2026,4018,26.3,AI Automation,5.7,12.6,Product Manager,-3.6,2.6,3.9,Recession
T2153,NVIDIA,FinTech,India,Mid-size,Mar,2026,17479,12.4,Restructuring,10.0,59.9,Data Scientist,25.1,8.1,6.9,Recession
T2154,Databricks,Social Media,UK,Mid-size,Jul,2025,13850,32.4,Cost Cutting,10.0,15.6,Cloud Engineer,-9.7,8.8,2.4,Recession
T2155,Google,Cloud,Germany,Mid-size,Apr,2024,6777,14.2,Market Slowdown,7.1,28.8,Frontend Developer,-16.8,3.1,5.0,Stable
T2156,Spotify,AI,Germany,Startup,Nov,2025,571,7.5,Cost Cutting,5.3,87.7,Data Scientist,13.2,3.3,7.8,Stable
T2157,Intel,Gaming,UK,Enterprise,Jul,2024,473,0.7,Market Slowdown,7.0,28.2,ML Engineer,16.3,7.1,9.0,Bull Market
T2158,Salesforce,Cybersecurity,Singapore,Mid-size,Dec,2024,691,6.6,AI Automation,3.7,68.1,Product Manager,11.8,1.5,7.6,Stable
T2159,OpenAI,E-Commerce,UK,Big Tech,Sep,2026,6168,8.1,Overhiring Correction,3.9,60.9,Cloud Engineer,-2.0,2.8,4.9,Stable
T2160,Anthropic,AI,India,Startup,Sep,2026,6169,12.6,Overhiring Correction,3.1,29.7,ML Engineer,7.9,1.4,6.4,Stable
T2161,Anthropic,Cloud,UK,Enterprise,Aug,2026,10200,29.3,AI Automation,8.7,62.9,ML Engineer,0.3,2.3,4.0,Recession
T2162,Salesforce,AI,UK,Startup,Apr,2024,1124,12.4,Cost Cutting,5.4,21.4,ML Engineer,-7.9,7.6,6.0,Stable
T2163,Intel,Cloud,Canada,Enterprise,Dec,2024,3629,39.1,Restructuring,10.0,24.9,Cybersecurity Analyst,18.4,9.4,4.2,Recession
T2164,Airbnb,Gaming,India,Startup,Dec,2026,1800,8.6,Restructuring,4.9,24.2,Data Scientist,18.2,5.6,7.1,Bull Market
T2165,Anthropic,E-Commerce,Singapore,Startup,Oct,2024,9526,30.8,Cost Cutting,8.3,85.1,Software Engineer,-18.3,3.9,4.0,Recession
T2166,Stripe,AI,Singapore,Mid-size,Mar,2025,1178,3.0,Market Slowdown,8.4,61.3,ML Engineer,21.9,9.6,8.4,Stable
T2167,Airbnb,AI,Germany,Startup,Feb,2026,12445,19.5,Overhiring Correction,7.1,43.5,ML Engineer,-1.9,2.4,4.3,Recession
T2168,OpenAI,Gaming,UK,Big Tech,Sep,2025,1595,1.8,Overhiring Correction,4.8,39.4,DevOps Engineer,6.4,5.1,6.9,Bull Market
T2169,Anthropic,AI,USA,Mid-size,Jan,2026,796,4.5,AI Automation,3.4,58.4,ML Engineer,22.9,6.0,7.5,Bull Market
T2170,Salesforce,Gaming,Germany,Startup,Oct,2026,4772,24.6,AI Automation,7.4,28.2,ML Engineer,-11.4,2.1,5.1,Recession
T2171,Airbnb,Social Media,Germany,Enterprise,May,2026,1519,12.6,Market Slowdown,3.8,36.1,DevOps Engineer,-0.5,2.7,7.0,Stable
T2172,Databricks,AI,Singapore,Big Tech,Jul,2025,57,3.6,Overhiring Correction,4.2,20.8,ML Engineer,1.7,4.8,7.1,Bull Market
T2173,Intel,Cloud,USA,Startup,Feb,2026,905,8.0,Overhiring Correction,3.0,45.4,Data Scientist,2.4,4.2,7.1,Stable
T2174,Adobe,AI,Canada,Enterprise,Jul,2026,801,5.0,Restructuring,6.4,16.3,ML Engineer,-7.2,5.3,6.0,Bull Market
T2175,Salesforce,Gaming,USA,Mid-size,Mar,2026,329,8.9,Cost Cutting,10.0,67.3,Product Manager,13.5,9.2,5.6,Stable
T2176,Uber,Cybersecurity,Canada,Mid-size,Aug,2025,2343,6.4,Market Slowdown,4.2,49.6,Product Manager,0.6,1.4,6.7,Bull Market
T2177,Salesforce,E-Commerce,USA,Startup,Dec,2026,2073,12.6,Market Slowdown,10.0,11.0,Software Engineer,14.7,7.1,6.2,Stable
T2178,Apple,Cybersecurity,Canada,Big Tech,Jun,2026,2344,34.1,AI Automation,7.6,43.2,Software Engineer,-17.7,1.6,2.4,Recession
T2179,Salesforce,Cloud,Germany,Big Tech,Dec,2024,2139,6.6,Overhiring Correction,6.7,27.9,Frontend Developer,7.2,5.4,5.7,Stable
T2180,Microsoft,AI,Singapore,Mid-size,Jan,2024,1698,7.0,AI Automation,4.9,19.1,ML Engineer,-2.6,4.3,7.3,Stable
T2181,Anthropic,Cloud,UK,Big Tech,Jan,2025,4910,4.8,Cost Cutting,5.7,40.7,Data Scientist,29.8,5.7,8.5,Stable
T2182,SAP,AI,UK,Mid-size,Apr,2025,2013,6.6,Market Slowdown,7.5,69.8,ML Engineer,0.0,4.7,6.2,Bull Market
T2183,Intel,AI,Germany,Mid-size,Aug,2026,1310,5.8,Restructuring,6.1,23.3,ML Engineer,-0.5,5.6,7.0,Stable
T2184,Oracle,Gaming,Canada,Mid-size,Sep,2025,13397,9.4,Market Slowdown,7.9,87.3,Product Manager,28.3,8.9,7.4,Recession
T2185,Meta,AI,India,Enterprise,Sep,2025,5512,23.0,Cost Cutting,10.0,65.6,ML Engineer,3.8,5.9,5.6,Recession
T2186,Salesforce,FinTech,India,Big Tech,Jul,2024,17918,38.7,Cost Cutting,10.0,43.7,ML Engineer,1.5,5.7,3.5,Recession
T2187,Airbnb,Social Media,UK,Startup,Nov,2025,2091,8.1,Restructuring,8.4,65.3,Data Scientist,7.6,7.4,6.1,Bull Market
T2188,Google,Cybersecurity,USA,Enterprise,May,2025,2210,37.9,Overhiring Correction,10.0,29.2,Data Scientist,-7.5,7.2,1.5,Recession
T2189,Netflix,AI,Singapore,Big Tech,Jul,2026,2542,16.7,Overhiring Correction,4.0,57.3,ML Engineer,12.6,4.9,7.3,Stable
T2190,Databricks,Social Media,Germany,Big Tech,Sep,2026,2800,30.3,Overhiring Correction,10.0,37.1,Cloud Engineer,0.4,7.1,4.5,Recession
T2191,Databricks,Social Media,Singapore,Big Tech,Mar,2026,44,4.6,Market Slowdown,3.3,14.8,Cloud Engineer,13.0,1.0,7.8,Bull Market
T2192,Stripe,E-Commerce,Singapore,Mid-size,Oct,2024,986,5.0,Market Slowdown,8.0,35.6,Cybersecurity Analyst,-0.2,9.5,5.2,Bull Market
T2193,Google,Gaming,Canada,Enterprise,Mar,2024,5667,31.9,AI Automation,10.0,11.8,Product Manager,9.1,8.3,3.2,Recession
T2194,Netflix,Gaming,India,Enterprise,Jul,2026,796,2.9,Overhiring Correction,4.6,78.1,Frontend Developer,13.9,3.4,6.8,Bull Market
T2195,Meta,E-Commerce,Canada,Startup,Mar,2025,12609,29.3,AI Automation,10.0,87.4,DevOps Engineer,14.0,6.8,3.8,Recession
